"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0196","/inventory","false","Fabric archive","open page/link","/inventory/archive","","","frontend/src/app/(app)/inventory/page.tsx","1190","static source; conditional visibility and dynamic data require runtime QA"
"C0197","/inventory","false","Loading... / Excel report","download/export","","{() => void downloadMaterialReport(""xlsx"")}","Boolean(downloadingReport)","frontend/src/app/(app)/inventory/page.tsx","1194","static source; conditional visibility and dynamic data require runtime QA"
"C0198","/inventory","false","Loading... / PDF report","download/export","","{() => void downloadMaterialReport(""pdf"")}","Boolean(downloadingReport)","frontend/src/app/(app)/inventory/page.tsx","1203","static source; conditional visibility and dynamic data require runtime QA"
"C0199","/inventory","false","Form submission","navigate after action","inventoryHref(group, searchDraft)","{submitSearch}","","frontend/src/app/(app)/inventory/page.tsx","1224","static source; conditional visibility and dynamic data require runtime QA"
"C0200","/inventory","false","Clear","navigate after action","inventoryHref(group, """")","{clearSearch}","","frontend/src/app/(app)/inventory/page.tsx","1234","static source; conditional visibility and dynamic data require runtime QA"
"C0201","/inventory","false","Search","navigate after action","inventoryHref(group, searchDraft)","{applySearch}","","frontend/src/app/(app)/inventory/page.tsx","1239","static source; conditional visibility and dynamic data require runtime QA"
"C0202","/inventory","false","Print QR sticker","local state / inspect handler","","{() => openMaterialQrSticker(s, batch)}","","frontend/src/app/(app)/inventory/page.tsx","1320","static source; conditional visibility and dynamic data require runtime QA"
"C0203","/inventory","false","Edit","local state / inspect handler","","{() => openEditItem(s, batch)}","","frontend/src/app/(app)/inventory/page.tsx","1325","static source; conditional visibility and dynamic data require runtime QA"
"C0204","/inventory","false","Delete","local state / inspect handler","","{() => deleteBatch(batch)}","deletingBatchId === batch.id","frontend/src/app/(app)/inventory/page.tsx","1330","static source; conditional visibility and dynamic data require runtime QA"
"C0205","/inventory","false","Print QR sticker","local state / inspect handler","","{() => openMaterialQrSticker(s, batch)}","","frontend/src/app/(app)/inventory/page.tsx","1447","static source; conditional visibility and dynamic data require runtime QA"
"C0206","/inventory","false","Edit","local state / inspect handler","","{() => openEditItem(s, batch)}","","frontend/src/app/(app)/inventory/page.tsx","1452","static source; conditional visibility and dynamic data require runtime QA"
"C0207","/inventory","false","Delete","local state / inspect handler","","{() => deleteBatch(batch)}","deletingBatchId === batch.id","frontend/src/app/(app)/inventory/page.tsx","1457","static source; conditional visibility and dynamic data require runtime QA"
"C0208","/inventory","false","Load more","local state / inspect handler","","{() => setInventoryRenderLimit((current) => ( Math.min(current + INVENTORY_RENDER_PAGE_SIZE, inventoryRows.length) ))}","","frontend/src/app/(app)/inventory/page.tsx","1473","static source; conditional visibility and dynamic data require runtime QA"
"C0209","/inventory","false","Form submission","save/change data","","{saveItem}","","frontend/src/app/(app)/inventory/page.tsx","1509","static source; conditional visibility and dynamic data require runtime QA"
"C0210","/inventory","false","Add row","local state / inspect handler","","{addCompositionRow}","","frontend/src/app/(app)/inventory/page.tsx","1613","static source; conditional visibility and dynamic data require runtime QA"
"C0211","/inventory","false","Remove","local state / inspect handler","","{() => removeCompositionRow(index)}","","frontend/src/app/(app)/inventory/page.tsx","1637","static source; conditional visibility and dynamic data require runtime QA"
"C0212","/inventory","false","Cancel","local state / inspect handler","","{() => { setEditingItem(null); setEditingBatch(null); setEditingStock(null); setBatchForm(EMPTY_BATCH_FORM); }}","","frontend/src/app/(app)/inventory/page.tsx","1763","static source; conditional visibility and dynamic data require runtime QA"
"C0213","/inventory","false","Saving... / Save","local state / inspect handler","","","savingItem || uploadingItemImage || !canEditItems || (editingBatch ? (batchQuantityInvalid || !batchForm.item_id || !batchForm.warehouse_id || !batchForm.batch_no.trim()) : stockQuantityInvalid) || compositionOverLimit","frontend/src/app/(app)/inventory/page.tsx","1766","static source; conditional visibility and dynamic data require runtime QA"
"C0214","/inventory","false","Form submission","save/change data","","{submitAccessoryIssue}","","frontend/src/app/(app)/inventory/page.tsx","1778","static source; conditional visibility and dynamic data require runtime QA"
"C0215","/inventory","false","Add Accessory.toLowerCase()","local state / inspect handler","","{addExtraIssueLine}","","frontend/src/app/(app)/inventory/page.tsx","1888","static source; conditional visibility and dynamic data require runtime QA"
"C0216","/inventory","false","Remove","local state / inspect handler","","{() => removeExtraIssueLine(line.key)}","","frontend/src/app/(app)/inventory/page.tsx","1938","static source; conditional visibility and dynamic data require runtime QA"
"C0217","/inventory","false","Cancel","open/close dialog","","{closeIssueModal}","","frontend/src/app/(app)/inventory/page.tsx","1947","static source; conditional visibility and dynamic data require runtime QA"
"C0218","/inventory","false","Saving... / Issue accessories","local state / inspect handler","","","issueSaving || !issuingProductionOrderId || !issuePlan","frontend/src/app/(app)/inventory/page.tsx","1948","static source; conditional visibility and dynamic data require runtime QA"
"C0219","/inventory","false","Manual issue","open/close dialog","","{openManualIssueModal}","","frontend/src/app/(app)/inventory/page.tsx","1986","static source; conditional visibility and dynamic data require runtime QA"
"C0220","/inventory","false","Issue accessories","open/close dialog","","{() => openIssueModal(row)}","","frontend/src/app/(app)/inventory/page.tsx","2029","static source; conditional visibility and dynamic data require runtime QA"
"C0221","/inventory/receive","false","<img src={storageThumbnailUrl(url, 320)} alt={alt} className=""h-full w-full object-cover"" /> / preview","open new tab","isImage ? imagePreviewHref(url, alt) : url","","","frontend/src/app/(app)/inventory/receive/page.tsx","225","static source; conditional visibility and dynamic data require runtime QA"
"C0222","/inventory/receive","false","Form submission","submit form","","{onSubmit}","","frontend/src/app/(app)/inventory/receive/page.tsx","283","static source; conditional visibility and dynamic data require runtime QA"
"C0223","/inventory/receive","false","Add color","local state / inspect handler","","{() => setShowColorInput(true)}","","frontend/src/app/(app)/inventory/receive/page.tsx","355","static source; conditional visibility and dynamic data require runtime QA"
"C0224","/inventory/receive","false","Add","local state / inspect handler","","{addColor}","!newColor.trim()","frontend/src/app/(app)/inventory/receive/page.tsx","378","static source; conditional visibility and dynamic data require runtime QA"
"C0225","/inventory/receive","false","Cancel","local state / inspect handler","","{() => { setNewColor(""""); setShowColorInput(false); }}","","frontend/src/app/(app)/inventory/receive/page.tsx","381","static source; conditional visibility and dynamic data require runtime QA"
"C0226","/inventory/receive","false","submitLabel","local state / inspect handler","","","","frontend/src/app/(app)/inventory/receive/page.tsx","528","static source; conditional visibility and dynamic data require runtime QA"
"C0227","/inventory/receive","false","Form submission","save/change data","","{submitAccessoryIssue}","","frontend/src/app/(app)/inventory/receive/page.tsx","809","static source; conditional visibility and dynamic data require runtime QA"
"C0228","/inventory/receive","false","Saving... / Issue accessories","local state / inspect handler","","","issueBusy || !issueProductionOrderId","frontend/src/app/(app)/inventory/receive/page.tsx","898","static source; conditional visibility and dynamic data require runtime QA"
"C0229","/models | /usluga/models","false","Create new model","open page/link","`${modelPageBase}/new`","","","frontend/src/app/(app)/models/page.tsx","180","static source; conditional visibility and dynamic data require runtime QA"
"C0230","/models | /usluga/models","false","Hide filters / Show filters","filter/select/expand","","{() => setShowFilters((open) => !open)}","","frontend/src/app/(app)/models/page.tsx","183","static source; conditional visibility and dynamic data require runtime QA"
"C0231","/models | /usluga/models","false","Create new model","open page/link","`${modelPageBase}/new`","","","frontend/src/app/(app)/models/page.tsx","186","static source; conditional visibility and dynamic data require runtime QA"
"C0232","/models | /usluga/models","false","Form submission","submit form","","{(e) => e.preventDefault()}","","frontend/src/app/(app)/models/page.tsx","188","static source; conditional visibility and dynamic data require runtime QA"
"C0233","/models | /usluga/models","false","Retry","local state / inspect handler","","{() => void mutate()}","","frontend/src/app/(app)/models/page.tsx","250","static source; conditional visibility and dynamic data require runtime QA"
"C0234","/models | /usluga/models","false","( <VerticalModelPhoto src={imageUrl} alt={modelName} className=""w-full border-r border-[#e3dfd3]"" loading=""lazy"" width={240} height={320} adaptiveHeight /> ) / ( <div className=""flex aspect-[3/4] w-full flex-col items-ce [dynamic label]","open page/link","`${modelPageBase}/${m.id}`","","","frontend/src/app/(app)/models/page.tsx","277","static source; conditional visibility and dynamic data require runtime QA"
"C0235","/models | /usluga/models","false","modelName","open page/link","`${modelPageBase}/${m.id}`","","","frontend/src/app/(app)/models/page.tsx","301","static source; conditional visibility and dynamic data require runtime QA"
"C0236","/models | /usluga/models","false","( <img src={thumb} alt={option.variantNo || option.code} className=""h-full w-full object-contain p-1"" loading=""lazy"" /> ) / ( <div className=""flex h-full items-center justify-center text-[10px] text-[#8a8472]"">{No image} [dynamic label]","open page/link","`${modelPageBase}/${variant.model_id || variant.id}`","","","frontend/src/app/(app)/models/page.tsx","312","static source; conditional visibility and dynamic data require runtime QA"
"C0237","/models | /usluga/models","false","View","open page/link","`${modelPageBase}/${m.id}`","","","frontend/src/app/(app)/models/page.tsx","366","static source; conditional visibility and dynamic data require runtime QA"
"C0238","/models | /usluga/models","false","Approve","save/change data","","{() => approve(m.id)}","","frontend/src/app/(app)/models/page.tsx","368","static source; conditional visibility and dynamic data require runtime QA"
"C0239","/models | /usluga/models","false","Cloning... / Clone","navigate after action","`${modelPageBase}/${cloned.id}?mode=edit`","{() => cloneModel(m)}","cloningId === m.id","frontend/src/app/(app)/models/page.tsx","372","static source; conditional visibility and dynamic data require runtime QA"
"C0240","/models | /usluga/models","false","Edit","open page/link","`${modelPageBase}/${m.id}?mode=edit`","","","frontend/src/app/(app)/models/page.tsx","380","static source; conditional visibility and dynamic data require runtime QA"
"C0241","/models | /usluga/models","false","Delete","local state / inspect handler","","{() => removeModel(m)}","","frontend/src/app/(app)/models/page.tsx","381","static source; conditional visibility and dynamic data require runtime QA"
"C0242","/models/[id] | /usluga/models/[id]","false","Retry","local state / inspect handler","","{() => mutate()}","","frontend/src/app/(app)/models/[id]/page.tsx","521","static source; conditional visibility and dynamic data require runtime QA"
"C0243","/models/[id] | /usluga/models/[id]","false","label badgeValue","filter/select/expand","","{() => setTab(index)}","","frontend/src/app/(app)/models/[id]/page.tsx","1001","static source; conditional visibility and dynamic data require runtime QA"
"C0244","/models/[id] | /usluga/models/[id]","false","Form submission","save/change data","","{(e) => addImage(e, imageType)}","","frontend/src/app/(app)/models/[id]/page.tsx","1027","static source; conditional visibility and dynamic data require runtime QA"
"C0245","/models/[id] | /usluga/models/[id]","false","Uploading... / uploadOptionTitle(imageType)","local state / inspect handler","","","isUploading || (!imageFile && !imageForm.file_url.trim())","frontend/src/app/(app)/models/[id]/page.tsx","1045","static source; conditional visibility and dynamic data require runtime QA"
"C0246","/models/[id] | /usluga/models/[id]","false","Saving... / Generate sizes","save/change data","","{generateModelSizeRange}","generatingSizeRange","frontend/src/app/(app)/models/[id]/page.tsx","1074","static source; conditional visibility and dynamic data require runtime QA"
"C0247","/models/[id] | /usluga/models/[id]","false","Back to Usluga models / Models","open page/link","modelPageBase","","","frontend/src/app/(app)/models/[id]/page.tsx","1098","static source; conditional visibility and dynamic data require runtime QA"
"C0248","/models/[id] | /usluga/models/[id]","false","Cloning... / Clone","navigate after action","`${modelPageBase}/${cloned.id}?mode=edit`","{cloneModel}","isCloning","frontend/src/app/(app)/models/[id]/page.tsx","1101","static source; conditional visibility and dynamic data require runtime QA"
"C0249","/models/[id] | /usluga/models/[id]","false","View","open page/link","`${modelPageBase}/${id}`","","","frontend/src/app/(app)/models/[id]/page.tsx","1105","static source; conditional visibility and dynamic data require runtime QA"
"C0250","/models/[id] | /usluga/models/[id]","false","Edit","open page/link","`${modelPageBase}/${id}?mode=edit`","","","frontend/src/app/(app)/models/[id]/page.tsx","1106","static source; conditional visibility and dynamic data require runtime QA"
"C0251","/models/[id] | /usluga/models/[id]","false","Icon control at line 1193","open new tab","imagePreviewHref(primaryImage.file_url, primaryImage.file_name || modelForm.name || t(""field.picture""))","","","frontend/src/app/(app)/models/[id]/page.tsx","1193","static source; conditional visibility and dynamic data require runtime QA"
"C0252","/models/[id] | /usluga/models/[id]","false","Remove","local state / inspect handler","","{() => removeModelCompositionRow(index)}","","frontend/src/app/(app)/models/[id]/page.tsx","1275","static source; conditional visibility and dynamic data require runtime QA"
"C0253","/models/[id] | /usluga/models/[id]","false","Add row","local state / inspect handler","","{addModelCompositionRow}","","frontend/src/app/(app)/models/[id]/page.tsx","1290","static source; conditional visibility and dynamic data require runtime QA"
"C0254","/models/[id] | /usluga/models/[id]","false","+ Add to fabrics","local state / inspect handler","","{resetBomForm}","","frontend/src/app/(app)/models/[id]/page.tsx","1302","static source; conditional visibility and dynamic data require runtime QA"
"C0255","/models/[id] | /usluga/models/[id]","false","Edit","local state / inspect handler","","{() => editBom(r, ""material"")}","","frontend/src/app/(app)/models/[id]/page.tsx","1320","static source; conditional visibility and dynamic data require runtime QA"
"C0256","/models/[id] | /usluga/models/[id]","false","Delete","local state / inspect handler","","{() => deleteBom(r)}","","frontend/src/app/(app)/models/[id]/page.tsx","1323","static source; conditional visibility and dynamic data require runtime QA"
"C0257","/models/[id] | /usluga/models/[id]","false","Form submission","save/change data","","{(e) => addBom(e, ""material"")}","","frontend/src/app/(app)/models/[id]/page.tsx","1334","static source; conditional visibility and dynamic data require runtime QA"
"C0258","/models/[id] | /usluga/models/[id]","false","Save / Add","submit form","","","","frontend/src/app/(app)/models/[id]/page.tsx","1369","static source; conditional visibility and dynamic data require runtime QA"
"C0259","/models/[id] | /usluga/models/[id]","false","Cancel","local state / inspect handler","","{resetBomForm}","","frontend/src/app/(app)/models/[id]/page.tsx","1370","static source; conditional visibility and dynamic data require runtime QA"
"C0260","/models/[id] | /usluga/models/[id]","false","+ Add to accessories","local state / inspect handler","","{resetBomForm}","","frontend/src/app/(app)/models/[id]/page.tsx","1376","static source; conditional visibility and dynamic data require runtime QA"
"C0261","/models/[id] | /usluga/models/[id]","false","Edit","local state / inspect handler","","{() => editBom(r, ""accessory"")}","","frontend/src/app/(app)/models/[id]/page.tsx","1393","static source; conditional visibility and dynamic data require runtime QA"
"C0262","/models/[id] | /usluga/models/[id]","false","Delete","local state / inspect handler","","{() => deleteBom(r)}","","frontend/src/app/(app)/models/[id]/page.tsx","1396","static source; conditional visibility and dynamic data require runtime QA"
"C0263","/models/[id] | /usluga/models/[id]","false","Form submission","save/change data","","{(e) => addBom(e, ""accessory"")}","","frontend/src/app/(app)/models/[id]/page.tsx","1409","static source; conditional visibility and dynamic data require runtime QA"
"C0264","/models/[id] | /usluga/models/[id]","false","Save / Add","submit form","","","","frontend/src/app/(app)/models/[id]/page.tsx","1423","static source; conditional visibility and dynamic data require runtime QA"
"C0265","/models/[id] | /usluga/models/[id]","false","Cancel","local state / inspect handler","","{resetBomForm}","","frontend/src/app/(app)/models/[id]/page.tsx","1424","static source; conditional visibility and dynamic data require runtime QA"
"C0266","/models/[id] | /usluga/models/[id]","false","Form submission","navigate after action","`${modelPageBase}/${createdVariantId}?mode=edit`","{submitVariant}","","frontend/src/app/(app)/models/[id]/page.tsx","1461","static source; conditional visibility and dynamic data require runtime QA"
"C0267","/models/[id] | /usluga/models/[id]","false","Icon control at line 1498","open new tab","imagePreviewHref(selectedVariantPictureUrl, variantForm.variant_no || t(""field.picture""))","","","frontend/src/app/(app)/models/[id]/page.tsx","1498","static source; conditional visibility and dynamic data require runtime QA"
"C0268","/models/[id] | /usluga/models/[id]","false","Saving... / editingVariantId ? Save variant : Create variant","submit form","","","savingVariant","frontend/src/app/(app)/models/[id]/page.tsx","1516","static source; conditional visibility and dynamic data require runtime QA"
"C0269","/models/[id] | /usluga/models/[id]","false","Cancel","local state / inspect handler","","{resetVariantForm}","savingVariant","frontend/src/app/(app)/models/[id]/page.tsx","1519","static source; conditional visibility and dynamic data require runtime QA"
"C0270","/models/[id] | /usluga/models/[id]","false","Loading... / Add variant","filter/select/expand","","{openNewVariantForm}","loadingVariantNumber","frontend/src/app/(app)/models/[id]/page.tsx","1524","static source; conditional visibility and dynamic data require runtime QA"
"C0271","/models/[id] | /usluga/models/[id]","false","Icon control at line 1555","open new tab","imagePreviewHref(v.picture_url, v.variant_no || v.code || """")","","","frontend/src/app/(app)/models/[id]/page.tsx","1555","static source; conditional visibility and dynamic data require runtime QA"
"C0272","/models/[id] | /usluga/models/[id]","false","v.variant_no || v.code || ""-""","open page/link","`${modelPageBase}/${variantId}`","","","frontend/src/app/(app)/models/[id]/page.tsx","1566","static source; conditional visibility and dynamic data require runtime QA"
"C0273","/models/[id] | /usluga/models/[id]","false","Edit","local state / inspect handler","","{() => startEditVariant(v)}","","frontend/src/app/(app)/models/[id]/page.tsx","1582","static source; conditional visibility and dynamic data require runtime QA"
"C0274","/models/[id] | /usluga/models/[id]","false","Delete","navigate after action","/models","{() => deleteVariant(v)}","deletingVariantId === variantId","frontend/src/app/(app)/models/[id]/page.tsx","1591","static source; conditional visibility and dynamic data require runtime QA"
"C0275","/models/[id] | /usluga/models/[id]","false","Loading... / Load more","filter/select/expand","","{() => setVariantPageCount(variantPageCount + 1)}","variantsLoading","frontend/src/app/(app)/models/[id]/page.tsx","1616","static source; conditional visibility and dynamic data require runtime QA"
"C0276","/models/[id] | /usluga/models/[id]","false","Icon control at line 1653","open new tab","imagePreviewHref(img.file_url, name)","","","frontend/src/app/(app)/models/[id]/page.tsx","1653","static source; conditional visibility and dynamic data require runtime QA"
"C0277","/models/[id] | /usluga/models/[id]","false","Download","open page/link","img.file_url","","","frontend/src/app/(app)/models/[id]/page.tsx","1664","static source; conditional visibility and dynamic data require runtime QA"
"C0278","/models/[id] | /usluga/models/[id]","false","Delete","local state / inspect handler","","{() => deleteImage(img.id)}","","frontend/src/app/(app)/models/[id]/page.tsx","1665","static source; conditional visibility and dynamic data require runtime QA"
"C0279","/models/[id] | /usluga/models/[id]","false","Icon control at line 1689","open new tab","imagePreviewHref(primaryImage.file_url, translatedName)","","","frontend/src/app/(app)/models/[id]/page.tsx","1689","static source; conditional visibility and dynamic data require runtime QA"
"C0280","/models/[id] | /usluga/models/[id]","false","Form submission","save/change data","","{addSize}","","frontend/src/app/(app)/models/[id]/page.tsx","1740","static source; conditional visibility and dynamic data require runtime QA"
"C0281","/models/[id] | /usluga/models/[id]","false","Add","submit form","","","","frontend/src/app/(app)/models/[id]/page.tsx","1747","static source; conditional visibility and dynamic data require runtime QA"
"C0282","/models/[id] | /usluga/models/[id]","false","Delete","local state / inspect handler","","{() => deleteSize(s.id)}","","frontend/src/app/(app)/models/[id]/page.tsx","1761","static source; conditional visibility and dynamic data require runtime QA"
"C0283","/models/[id] | /usluga/models/[id]","false","Create new model / Save","navigate after action","`${modelPageBase}/${created.id}?mode=edit`","{saveModel}","","frontend/src/app/(app)/models/[id]/page.tsx","1822","static source; conditional visibility and dynamic data require runtime QA"
"C0284","/order-history","false","Clear","local state / inspect handler","","{() => setQuery("""")}","","frontend/src/app/(app)/order-history/page.tsx","477","static source; conditional visibility and dynamic data require runtime QA"
"C0285","/order-history","false","formatOrderReference(row.order_no) row.group_order_no || ""-"" ( <div className=""flex items-center gap-3""> {product.picture_url ? ( <Image src={product.picture_url} alt={[product.model_no || product.code, product.variant_n [dynamic label]","filter/select/expand","","{() => { setSelectedKey(row.history_key); setDetailTab(""overview""); }}","","frontend/src/app/(app)/order-history/page.tsx","517","static source; conditional visibility and dynamic data require runtime QA"
"C0286","/order-history","false","formatOrderReference(row.order_no)","filter/select/expand","","{(event) => { event.stopPropagation(); setSelectedKey(row.history_key); setDetailTab(""overview""); }}","","frontend/src/app/(app)/order-history/page.tsx","526","static source; conditional visibility and dynamic data require runtime QA"
"C0287","/order-history","false","label","filter/select/expand","","{() => setDetailTab(tab)}","","frontend/src/app/(app)/order-history/page.tsx","615","static source; conditional visibility and dynamic data require runtime QA"
"C0288","/order-history","false","formatOrderReference(detail.order_no)","open page/link","detail.record_type === ""production_order"" ? `/production-orders/${detail.id}` : `/sales-orders/${detail.id}`","","","frontend/src/app/(app)/order-history/page.tsx","630","static source; conditional visibility and dynamic data require runtime QA"
"C0289","/order-history","false","orderReference(po, po.production_no)","open page/link","`/production-orders/${po.id}`","","","frontend/src/app/(app)/order-history/page.tsx","760","static source; conditional visibility and dynamic data require runtime QA"
"C0290","/order-history","false","pkg.package_no","open page/link","`/packages/${pkg.id}`","","","frontend/src/app/(app)/order-history/page.tsx","799","static source; conditional visibility and dynamic data require runtime QA"
"C0291","/packages","false","Receive from Sewing","open page/link","`/packaging/receive?packaging_department=${packagingDepartment}`","","","frontend/src/app/(app)/packages/page.tsx","301","static source; conditional visibility and dynamic data require runtime QA"
"C0292","/packages","false","Close / Open","filter/select/expand","","{() => setExpandedGroups((prev) => ({ ...prev, [g.key]: !prev[g.key] }))}","","frontend/src/app/(app)/packages/page.tsx","360","static source; conditional visibility and dynamic data require runtime QA"
"C0293","/packages","false","Print","local state / inspect handler","","{() => api.openLabel(`/api/packages/label-sheet/by-ids?ids=${encodeURIComponent(packageIds)}`)}","","frontend/src/app/(app)/packages/page.tsx","368","static source; conditional visibility and dynamic data require runtime QA"
"C0294","/packages","false","View","open page/link","`/packages/${p.id}`","","","frontend/src/app/(app)/packages/page.tsx","402","static source; conditional visibility and dynamic data require runtime QA"
"C0295","/packages","false","Passport","open page/link","`/traceability?package=${encodeURIComponent(p.package_no || p.barcode || p.id)}`","","","frontend/src/app/(app)/packages/page.tsx","404","static source; conditional visibility and dynamic data require runtime QA"
"C0296","/packages","false","Label","local state / inspect handler","","{() => api.openLabel(`/api/packages/${p.id}/label`)}","","frontend/src/app/(app)/packages/page.tsx","408","static source; conditional visibility and dynamic data require runtime QA"
"C0297","/packages","false","Edit","local state / inspect handler","","{() => openEdit(p)}","!!pending || busy","frontend/src/app/(app)/packages/page.tsx","409","static source; conditional visibility and dynamic data require runtime QA"
"C0298","/packages","false","Delete","local state / inspect handler","","{() => setDeleting(p)}","!!pending || busy","frontend/src/app/(app)/packages/page.tsx","410","static source; conditional visibility and dynamic data require runtime QA"
"C0299","/packages","false","Approve","save/change data","","{() => approveRequest(pending)}","busy","frontend/src/app/(app)/packages/page.tsx","413","static source; conditional visibility and dynamic data require runtime QA"
"C0300","/packages","false","Reject","save/change data","","{() => rejectRequest(pending)}","busy","frontend/src/app/(app)/packages/page.tsx","414","static source; conditional visibility and dynamic data require runtime QA"
"C0301","/packages","false","Form submission","save/change data","","{submitEditRequest}","","frontend/src/app/(app)/packages/page.tsx","450","static source; conditional visibility and dynamic data require runtime QA"
"C0302","/packages","false","Add","local state / inspect handler","","{addItemRow}","","frontend/src/app/(app)/packages/page.tsx","481","static source; conditional visibility and dynamic data require runtime QA"
"C0303","/packages","false","Remove","local state / inspect handler","","{() => removeItemRow(idx)}","editForm.items.length <= 1","frontend/src/app/(app)/packages/page.tsx","488","static source; conditional visibility and dynamic data require runtime QA"
"C0304","/packages","false","Cancel","local state / inspect handler","","{() => { setEditing(null); setEditForm(null); }}","busy","frontend/src/app/(app)/packages/page.tsx","518","static source; conditional visibility and dynamic data require runtime QA"
"C0305","/packages","false","Saving... / Request approval","submit form","","","busy","frontend/src/app/(app)/packages/page.tsx","519","static source; conditional visibility and dynamic data require runtime QA"
"C0306","/packages/scan","false","copy.printSelected","local state / inspect handler","","{async () => { try { await api.openLabel(`/api/packages/label-sheet/by-ids?ids=${selectedIds.join("","")}`); } catch (e: any) { setMsg(e.message); } }}","!selectedIds.length","frontend/src/app/(app)/packages/scan/page.tsx","264","static source; conditional visibility and dynamic data require runtime QA"
"C0307","/packages/scan","false","Loading... / Lookup","filter/select/expand","","{() => lookup()}","busy === ""lookup""","frontend/src/app/(app)/packages/scan/page.tsx","290","static source; conditional visibility and dynamic data require runtime QA"
"C0308","/packages/scan","false","Select packed","filter/select/expand","","{selectPackedOnly}","!packedPackages.length","frontend/src/app/(app)/packages/scan/page.tsx","310","static source; conditional visibility and dynamic data require runtime QA"
"C0309","/packages/scan","false","Select all","filter/select/expand","","{selectAllScanned}","!scannedPackages.length","frontend/src/app/(app)/packages/scan/page.tsx","314","static source; conditional visibility and dynamic data require runtime QA"
"C0310","/packages/scan","false","Clear","filter/select/expand","","{clearQueue}","!scannedPackages.length","frontend/src/app/(app)/packages/scan/page.tsx","317","static source; conditional visibility and dynamic data require runtime QA"
"C0311","/packages/scan","false","Receiving... / Receive selected","filter/select/expand","","{receiveSelected}","!canStoragePackages || Boolean(busy) || !selectedPackages.length || !selectedCell","frontend/src/app/(app)/packages/scan/page.tsx","336","static source; conditional visibility and dynamic data require runtime QA"
"C0312","/packages/scan","false","Moving... / Move selected","filter/select/expand","","{moveSelected}","!canStoragePackages || Boolean(busy) || !selectedPackages.length || !selectedCell","frontend/src/app/(app)/packages/scan/page.tsx","345","static source; conditional visibility and dynamic data require runtime QA"
"C0313","/packages/scan","false","pkg.package_no pkg.barcode || ""-"" packageOrderLabel(pkg) formatOrderReference(pkg.production_no || ""-"") ( <img src={imageUrl} alt={pkg.model_name || pkg.model_code || """"} className=""h-12 w-12 rounded-md border border-[#e [dynamic label]","local state / inspect handler","","{() => setActivePackageId(pkg.id)}","","frontend/src/app/(app)/packages/scan/page.tsx","376","static source; conditional visibility and dynamic data require runtime QA"
"C0314","/packages/scan","false","{(e) => e.stopPropagation()}","local state / inspect handler","","{(e) => e.stopPropagation()}","","frontend/src/app/(app)/packages/scan/page.tsx","378","static source; conditional visibility and dynamic data require runtime QA"
"C0315","/packages/scan","false","{(e) => { e.stopPropagation(); removePackage(pkg.id); }}","filter/select/expand","","{(e) => { e.stopPropagation(); removePackage(pkg.id); }}","","frontend/src/app/(app)/packages/scan/page.tsx","413","static source; conditional visibility and dynamic data require runtime QA"
"C0316","/packages/scan","false","Print label","local state / inspect handler","","{() => api.openLabel(`/api/packages/${activePackage.id}/label`)}","","frontend/src/app/(app)/packages/scan/page.tsx","467","static source; conditional visibility and dynamic data require runtime QA"
"C0317","/packages/[id]","false","Print label","local state / inspect handler","","{() => api.openLabel(`/api/packages/${p.id}/label`)}","","frontend/src/app/(app)/packages/[id]/page.tsx","29","static source; conditional visibility and dynamic data require runtime QA"
"C0318","/packages/[id]","false","Traceability","open page/link","`/traceability?package=${encodeURIComponent(p.package_no || p.barcode || p.id)}`","","","frontend/src/app/(app)/packages/[id]/page.tsx","31","static source; conditional visibility and dynamic data require runtime QA"
"C0319","/packaging/queue","false","Refresh","local state / inspect handler","","{() => mutate()}","","frontend/src/app/(app)/packaging/queue/page.tsx","65","static source; conditional visibility and dynamic data require runtime QA"
"C0320","/packaging/queue","false","Form submission","filter/select/expand","","{submitSearch}","","frontend/src/app/(app)/packaging/queue/page.tsx","73","static source; conditional visibility and dynamic data require runtime QA"
"C0321","/packaging/queue","false","Search","submit form","","","","frontend/src/app/(app)/packaging/queue/page.tsx","83","static source; conditional visibility and dynamic data require runtime QA"
"C0322","/packaging/queue","false","Packing","open page/link","`/work-orders/${row.work_order_id}/packaging`","","","frontend/src/app/(app)/packaging/queue/page.tsx","132","static source; conditional visibility and dynamic data require runtime QA"
"C0323","/packaging/receive","false","Refresh","local state / inspect handler","","{refreshData}","","frontend/src/app/(app)/packaging/receive/page.tsx","181","static source; conditional visibility and dynamic data require runtime QA"
"C0324","/packaging/receive","false","Form submission","submit form","","{receiveScan}","","frontend/src/app/(app)/packaging/receive/page.tsx","193","static source; conditional visibility and dynamic data require runtime QA"
"C0325","/packaging/receive","false","Receiving... / Receive","submit form","","","scanBusy || !scanCode.trim()","frontend/src/app/(app)/packaging/receive/page.tsx","207","static source; conditional visibility and dynamic data require runtime QA"
"C0326","/packaging/receive","false","Form submission","filter/select/expand","","{submitSearch}","","frontend/src/app/(app)/packaging/receive/page.tsx","225","static source; conditional visibility and dynamic data require runtime QA"
"C0327","/packaging/receive","false","Search","submit form","","","","frontend/src/app/(app)/packaging/receive/page.tsx","235","static source; conditional visibility and dynamic data require runtime QA"
"C0328","/packaging/receive","false","Receiving... / Receive","local state / inspect handler","","{() => receiveManual(option)}","busy","frontend/src/app/(app)/packaging/receive/page.tsx","282","static source; conditional visibility and dynamic data require runtime QA"
